fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.544547266,0.773961774,0.350276053,2.713074459,0.170629456,5,15.42969818,0.998601577,3.294020928,0.604336418,9.055847096,3
11.34135823,0.586466044,0.623359082,2.178446519,0.101157386,8.922325947,40.31842087,1.000498251,3.230601867,0.582932089,8.870679114,3
7.763519088,1.115325508,0.059374784,3.989477987,0.109480822,5,14.24234606,0.996939284,3.573048676,0.550905573,10.42130203,3
8.551725079,0.964252693,0.188115096,3.424597027,0.136542561,5,14.76781672,0.997674943,3.449563071,0.574551752,9.817010773,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
9.503539872,0.681988465,0.370471983,3.077956503,0.167944759,4.456690832,15.45669083,0.999041416,3.2251971,0.600117996,8.888978251,3
8.758532707,0.676545971,0.28148929,1.966908057,0.145875943,5.443639809,14.22544076,0.997891625,3.333019525,0.63,9.087641704,3
8.763907113,0.67632809,0.282171985,1.96734382,0.146053153,5.442187267,14.23125093,0.997896563,3.332453034,0.63,9.085390263,3
10.21357452,0.624970531,0.465143269,2.303373252,0.193333877,4.88701486,15.88701486,0.99932543,3.173558217,0.623785817,8.501686626,3
7.720923168,0.718611223,0.149684835,1.882777554,0.111662872,5.724074819,13.10370072,0.996938146,3.44238918,0.63,9.52231597,3
9.299721702,0.820886674,0.310287878,2.88853278,0.162223778,5,15.26648113,0.998373074,3.332376933,0.596991651,9.243546695,3
9.072899293,0.716570208,0.313053239,3.547746226,0.152546096,4.195696541,15.19569654,0.99886916,3.256516415,0.58576331,9.123873113,3
7.903464926,0.711210881,0.172872572,1.897578237,0.117681816,5.674739209,13.30104316,0.997105887,3.423148292,0.63,9.445845774,3
8.77720868,0.675788837,0.283861643,1.968422325,0.146491746,5.438592249,14.24563101,0.997908786,3.331050977,0.63,9.079817985,3
11.48717595,0.582820601,0.644016593,2.190597996,0.085846525,9.529899786,44.08537867,1.000668372,3.241538196,0.575641203,8.943587974,3
8.180173395,1.035466766,0.127428321,3.690875734,0.123785953,5,14.5201156,0.997328162,3.507772835,0.563405202,10.10186706,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.14170216,0.6307421,0.455560288,2.381779466,0.190763895,4.843455852,15.84345585,0.999296681,3.178785298,0.621390072,8.540889733,3
10.39384712,0.611179302,0.488995029,2.104409566,0.199788751,5,15.99589808,0.999394257,3.160963952,0.629815414,8.40471721,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.53256207,0.606685948,0.508779626,2.111046839,0.186080983,5.552341952,19.4245201,0.999554656,3.169942155,0.623371897,8.466281034,3
9.105629893,0.713941842,0.317417319,3.512040117,0.153716463,4.215533268,15.21553327,0.998882252,3.254136008,0.58685433,9.106020059,3
7.748732522,1.1181596,0.056959645,4.000075026,0.10897315,5,14.23248835,0.996925484,3.575365238,0.550461976,10.4326384,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
7.321766895,0.734793234,0.0989812,1.850413532,0.098501503,5.831954893,12.67218043,0.996571353,3.484462408,0.63,9.689530085,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
7.44820275,0.847038264,0.096427033,5.320142454,0.094450886,3.21103197,14.21103197,0.998219281,3.374676164,0.531606758,10.01007123,3
10.67644843,0.603088789,0.529163528,2.123037369,0.170972915,6.151868465,23.14158448,0.999722523,3.180733632,0.616177578,8.538224216,3
7.141197558,0.871691711,0.055493008,5.655057209,0.083473125,3.024968217,14.02496822,0.998096479,3.397003814,0.521373252,10.1775286,3
7.7195255,1.123757613,0.052189165,4.021006725,0.107970375,5,14.213017,0.996898224,3.579941005,0.549585765,10.45503045,3
10.73821351,0.601544662,0.537913581,2.128184459,0.164487582,6.409222956,24.73718233,0.999794582,3.185366013,0.613089325,8.569106755,3
10.43784799,0.6090538,0.495361799,2.103153999,0.196025961,5.157699969,16.97773981,0.999444156,3.162838599,0.6281076,8.418923996,3
9.954933647,0.695304384,0.417305829,2.418964219,0.184719389,5,15.7032891,0.998984605,3.229727062,0.616648009,8.741217537,3
7.429184042,0.848565524,0.093891206,5.340890136,0.093770823,3.19950548,14.19950548,0.998211674,3.376059342,0.530972801,10.02044507,3
8.711975775,0.678433415,0.275575301,1.963133171,0.144340823,5.456222763,14.17510895,0.997848843,3.337926878,0.63,9.107145283,3
9.157945577,0.660353558,0.332225519,1.999292885,0.159045773,5.335690385,14.65723846,0.998258653,3.29091925,0.63,8.920320096,3
7.557510016,0.72523608,0.128926948,1.869527839,0.106274655,5.768240536,12.92703786,0.996787982,3.459613809,0.63,9.590772831,3
8.29128513,0.695488441,0.222136219,1.929023119,0.130469402,5.569922938,13.72030825,0.997462262,3.382269946,0.63,9.283380554,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
11.45037435,0.583740641,0.638803032,2.187531196,0.089710694,9.376559778,43.13467062,1.000625437,3.238778076,0.577481283,8.925187173,3
7.987579875,0.707800816,0.183557444,1.904398368,0.120455336,5.652005439,13.39197824,0.997183182,3.414282121,0.63,9.410608431,3
8.458156833,0.688723372,0.243333435,1.942553257,0.135971658,5.524822478,13.90071009,0.997615604,3.364680766,0.63,9.21347484,3
10.02014273,0.625399619,0.441747861,2.069200762,0.187474977,5.102664126,15.58934349,0.999050942,3.200039009,0.63,8.559129396,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
11.44879893,0.583780027,0.638579849,2.187399911,0.089876112,9.369995545,43.09397238,1.000623599,3.23865992,0.577560053,8.924399465,3
8.100667767,0.703216172,0.197922662,1.913567657,0.12418418,5.621441144,13.51423542,0.9972871,3.402362046,0.63,9.363233773,3
7.674766147,1.132336489,0.044878471,4.053084262,0.106433638,5,14.18317743,0.996856448,3.586953304,0.548242984,10.48934595,3
6.83864532,0.754379244,0.037611703,1.811241512,0.082571548,5.962528292,12.14988683,0.996127404,3.535386034,0.63,9.891918852,3
10.52174506,0.606956373,0.507247217,2.110145422,0.187216768,5.507271097,19.1450808,0.999542036,3.16913088,0.623912747,8.460872532,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
7.991377101,0.707646874,0.184039794,1.904706251,0.120580542,5.650979162,13.39608335,0.997186671,3.413881873,0.63,9.409017701,3
6.787605778,0.756448414,0.031128302,1.807103171,0.080888623,5.976322763,12.09470895,0.996080503,3.540765877,0.63,9.913300282,3
8.103765855,0.79439456,0.183835447,4.604982704,0.117892234,3.608342942,14.60834294,0.998481506,3.326998847,0.553458862,9.652491352,3
7.789941031,1.110261302,0.063690368,3.970542261,0.110387975,5,14.25996069,0.996963945,3.568909239,0.551698231,10.40104521,3
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3
7.231867439,1.082919516,0.004803787,3.661536035,0.092436402,5.240189373,13.51962125,0.996455886,3.61078485,0.561617044,10.51985797,3
7.644870373,1.140107098,0.005441564,4.018733537,0.093462984,5.272078192,13.18376542,0.997231221,3.589188271,0.52639609,10.78162346,3
6.772539627,0.804041916,0.017927439,2.053888693,0.079968933,5.896371962,12.20725608,0.996062177,3.558290243,0.620673477,10.02772103,3
8.253798248,1.062012395,0.134168296,3.833265141,0.092324438,6.016426485,20.7084148,0.997453798,3.552751587,0.546098559,10.354415,3
10.41739603,0.750351286,0.474162233,2.777223367,0.080476165,8.592138129,37.70811165,0.999617396,3.356997502,0.561552829,9.478673036,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.417200741,1.181846531,0.000382239,4.233754856,0.096751545,5.019111934,13.9426642,0.99664434,3.62713321,0.539044403,10.70573358,3
7.393243138,1.17801791,0.001126144,4.282658165,0.096662157,4.954954256,14,0.996633334,3.624819739,0.539549543,10.68873856,3
8.057527825,1.064453232,0.014611729,3.629001499,0.087502376,5.730586472,11.80824058,0.998294961,3.520412029,0.503470676,10.91917594,3
7.793318155,1.112891672,0.008740403,3.878532854,0.091318738,5.437020172,12.68893948,0.997613887,3.564446974,0.518148991,10.83110605,3
7.121503565,0.897220351,0.046416072,5.596066102,0.083075178,3.143357101,14,0.997973916,3.416486067,0.521433571,10.23583928,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.160380604,0.937393291,0.039936566,5.408160414,0.08501903,3.402537359,14,0.997782122,3.446291796,0.524025374,10.30063434,3
8.055109321,1.064896625,0.014557985,3.631285642,0.08753731,5.727899245,11.81630226,0.998288726,3.520815113,0.503605038,10.91836977,3
7.744614406,1.135359115,0.054153692,4.081795349,0.095112826,5.410255246,16.70768462,0.996944614,3.598820601,0.542461531,10.56051322,3
11.54456812,0.58798483,0.651289276,2.227056037,0.074303556,9.934009667,46.5644638,1.000744568,3.255015265,0.569604058,9.022436713,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.871603274,1.0985394,0.010480073,3.804596908,0.090187953,5.524003637,12.42798909,0.997815688,3.551399454,0.513799818,10.85720109,3
7.606466864,1.147147742,0.004588153,4.055003518,0.094017701,5.229407626,13.31177712,0.997132226,3.595588856,0.528529619,10.76882229,3
8.025172313,1.070385076,0.013892718,3.659559482,0.087969733,5.694635903,11.91609229,0.998211555,3.525804614,0.505268205,10.90839077,3
10.46016316,0.744190783,0.480882782,2.756348935,0.080241964,8.643051379,38.0441391,0.999660163,3.353128095,0.561858308,9.461362531,3
6.715610699,0.769477925,0.01955398,1.854637448,0.078423719,5.977699001,12.044602,0.996013381,3.55178408,0.62799291,9.966725749,3
8.849044571,0.97626858,0.227707004,3.542728245,0.089064756,6.725053061,25.3853502,0.998049045,3.498895967,0.550350318,10.11348196,3
6.983519325,0.932136733,0.011899448,2.792317636,0.085695525,5.594972393,12.81005521,0.996243017,3.582402209,0.593547515,10.2537707,3
10.57435107,0.727742287,0.498826596,2.70061436,0.079616649,8.778989366,38.94132982,0.999774351,3.342796808,0.562673936,9.415143616,3
7.238894415,1.018524229,0.026850931,5.028676994,0.088944721,3.925962767,14,0.997394788,3.506485718,0.529259628,10.43149069,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.405126125,1.18406021,0.000113914,4.24515866,0.096925956,5.005695694,13.98291292,0.996613214,3.629145646,0.539715215,10.70170871,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
10.60266015,0.72366443,0.503275167,2.68679683,0.079461623,8.812690659,39.16375835,0.99980266,3.34023551,0.562876144,9.403685176,3
7.231790427,1.082872759,0.004805988,3.661266495,0.092434312,5.24029939,13.51940122,0.99645582,3.610776049,0.561626945,10.51977546,3
7.221777081,1.000836317,0.02970382,5.111410776,0.088088854,3.811847205,14,0.997479233,3.493362429,0.528118472,10.4029618,3
7.821864927,1.107658097,0.009374776,3.851572014,0.090906396,5.468738808,12.59378358,0.997687474,3.559689179,0.51656306,10.84062164,3
7.666755194,1.136094881,0.005927893,3.998064539,0.093146869,5.29639466,13.11081602,0.997287636,3.585540801,0.525180267,10.7889184,3
7.528711092,1.161402967,0.002860246,4.128439525,0.09514084,5.143012324,13.57096303,0.996931789,3.608548151,0.532849384,10.7429037,3
8.16747811,1.04429568,0.017055069,3.525159563,0.085914205,5.852753455,11.44173963,0.998578388,3.502086982,0.497362327,10.95582604,3
8.262850894,1.026810669,0.019174464,3.435085266,0.084536598,5.958723216,11.12383035,0.998824238,3.486191518,0.492063839,10.98761696,3
7.8995886,1.113035452,0.07850678,4.006153183,0.094264158,5.594748333,17.925339,0.997099589,3.584799127,0.54356849,10.49778557,3
7.349873003,1.133202103,0.0083545,4.492280486,0.09449365,4.665820019,14,0.996847293,3.591569302,0.5366582,10.616455,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
6.838221989,0.843920494,0.0160508,2.283776963,0.08175174,5.802540015,12.39491997,0.996118476,3.565796799,0.612228601,10.09809499,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.238290099,1.017899769,0.02695165,5.031597855,0.088914505,3.921933993,14,0.997397769,3.506022409,0.52921934,10.4304835,3
7.354773395,1.138265841,0.007537768,4.468595259,0.09473867,4.698489298,14,0.996823118,3.595326269,0.536984893,10.62462232,3
7.229342825,1.008654252,0.028442863,5.074843014,0.088467141,3.862285498,14,0.997441909,3.499162832,0.528622855,10.41557137,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
8.258389049,1.027628674,0.019075312,3.439299231,0.084601047,5.95376561,11.13870317,0.998812736,3.486935158,0.492311719,10.98612968,3
7.304565483,1.086384332,0.015905753,4.711266832,0.092228274,4.363769886,14,0.99707081,3.556833537,0.533637699,10.54094247,3
7.489195749,1.168647446,0.001982128,4.16575957,0.095711617,5.099106388,13.70268084,0.996829927,3.615134042,0.535044681,10.72973192,3
7.062840767,0.98029618,0.009633121,3.069942684,0.087848535,5.481656047,13.03668791,0.996311006,3.591467516,0.583349044,10.33875796,3
9.512511006,0.880697819,0.331966015,3.218893438,0.085431487,7.514894055,30.59830076,0.998712511,3.438868052,0.555089364,9.844936021,3
9.982609432,0.81298126,0.405838625,2.989440634,0.082857139,8.074535038,34.29193125,0.999182609,3.396335337,0.55844721,9.654658087,3
10.07575437,0.799563954,0.420475686,2.943977035,0.082347059,8.185421865,35.02378431,0.999275754,3.387907938,0.559112531,9.616956566,3
7.728165605,1.124836306,0.007292569,3.940065817,0.09225983,5.36462845,12.90611465,0.997445938,3.575305732,0.521768577,10.80938854,3
7.087725208,0.995404591,0.008922137,3.157038229,0.08852397,5.446106845,13.10778631,0.996332336,3.594311452,0.580149616,10.36541987,3
7.154205984,0.931012851,0.040965669,5.438004409,0.084710299,3.361373229,14,0.997812584,3.441557921,0.523613732,10.29034331,3
7.548730151,1.157732806,0.003305114,4.109532636,0.094851676,5.165255723,13.50423283,0.996983393,3.605211642,0.531737214,10.74957672,3
7.006045493,0.945813335,0.011255843,2.871159225,0.086306949,5.562792153,12.87441569,0.996262325,3.584976628,0.590651294,10.27790589,3
7.724873559,1.125439847,0.007219412,3.943174972,0.092307382,5.360970622,12.91708814,0.997437452,3.575854407,0.521951469,10.80829119,3
8.200676763,1.03820926,0.017792817,3.49380528,0.085434669,5.889640848,11.33107746,0.998663967,3.496553873,0.495517958,10.96689225,3
7.723914649,1.125615648,0.007198103,3.944080609,0.092321233,5.359905166,12.9202845,0.99743498,3.576014225,0.522004742,10.80797155,3
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3
7.930397183,1.087760516,0.011786604,3.749069327,0.089338707,5.589330203,12.23200939,0.997967246,3.54160047,0.51053349,10.87679906,3
10.20439235,0.78103396,0.440690226,2.88118945,0.081642613,8.338562316,36.03451129,0.999404392,3.376269264,0.560031374,9.564888812,3
7.290522762,1.118531677,0.003127921,3.866829667,0.094028475,5.156396054,13.68720789,0.996506162,3.617488316,0.554075645,10.58270296,3
7.306363072,1.128149008,0.002675341,3.922270752,0.094458426,5.13376704,13.73246592,0.99651974,3.619298637,0.552039034,10.59967472,3
7.222960766,1.077511894,0.005058264,3.630362681,0.092194649,5.252913191,13.49417362,0.996448252,3.609766945,0.562762187,10.51031511,3
9.230977236,0.561773205,0.283614011,1.402581436,0.184616883,28.15488618,41.83015764,0.99714773,3.360516287,0.746345009,9.867527145,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.45638966,0.446578794,0.431277933,1.532893971,0.141663612,32.87220672,47.95300861,0.998436539,3.37389112,0.846372498,9.857707752,3
9.31646089,0.628745522,0.290674364,1.709717247,0.115639585,29.10659757,48.34952875,0.997876098,3.355532988,0.751646089,9.830094251,3
7.467469653,0.950827867,0.069988313,2.067586519,0.065537887,20.75631456,48.94597753,0.997118609,3.313781573,0.566746965,9.710804494,3
9.914374735,0.524592788,0.362038275,1.593991987,0.131841122,31.80685364,48.15665331,0.99812105,3.369034268,0.811437473,9.868669338,3
10.4,0.577336475,0.476550313,1.984716969,0.189432389,10.57201316,22.14842832,0.999192491,3.202270445,0.674191829,8.688207577,3
9.553584575,0.528168273,0.321251534,1.429465381,0.173684078,29.76792288,43.53280748,0.997471233,3.365893076,0.777709612,9.87648846,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
7.69156463,0.911791968,0.096735133,2.024213297,0.071610138,21.76835639,48.87368883,0.997210415,3.318841782,0.589156463,9.725262234,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
11.46962554,0.564789646,0.633925108,2.123948232,0.081713822,12.60748919,47.10864538,1.000530559,3.2641239,0.601507161,9.097780845,3
10.16610807,0.480742465,0.392083867,1.545269406,0.138662283,32.94371387,48.07544901,0.99822418,3.374718569,0.836610807,9.884910198,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
11.20261939,0.533638929,0.580523879,1.968194646,0.097511686,17.94761212,47.33115051,0.999978747,3.293049566,0.666033646,9.298035455,3
11.36244775,0.552285571,0.61248955,2.061427854,0.088055175,14.751045,47.19796021,1.000309059,3.275734827,0.62740846,9.178164188,3
9.461180504,0.603536299,0.30794735,1.681706999,0.11956102,29.76017002,48.302845,0.997935387,3.35880085,0.76611805,9.839431,3
8.755447169,0.611307587,0.228135503,1.362953931,0.200732068,25.77723584,39.32041561,0.996670879,3.352590786,0.700112919,9.854317977,3
11.46545119,0.564302638,0.633090237,2.121513192,0.081960805,12.69097627,47.11212401,1.000521932,3.264576121,0.602515963,9.10091161,3
8.262241054,0.662683224,0.17059479,1.321853421,0.217446275,23.31120527,36.71738334,0.996176303,3.344370684,0.652162325,9.840617807,3
8.148244753,0.832241237,0.151242116,1.935823596,0.083984697,23.83078275,48.72637266,0.997397507,3.329153914,0.634824475,9.754725468,3
8.781064155,0.722008179,0.226772173,1.813342422,0.101132061,26.68867683,48.52223737,0.997656759,3.343443384,0.698106416,9.795552526,3
10.43358452,0.443918194,0.426716904,1.51959097,0.143012916,33.32830958,47.9720129,0.998389408,3.376361677,0.851883741,9.874811609,3
9.628750224,0.520338518,0.330020859,1.435729185,0.171136798,30.14375112,43.92951507,0.997546608,3.367145837,0.785017383,9.878576395,3
10.4,0.53418845,0.458783479,1.832429823,0.175472734,17.93255856,30.27040944,0.998918374,3.258109065,0.732568568,9.068925443,3
8.006130344,0.689361422,0.140715207,1.300510862,0.226125583,22.03065172,35.36568793,0.995919481,3.340102172,0.627262672,9.833503621,3
9.011810542,0.681813647,0.254312871,1.768681831,0.107384544,27.73075729,48.44780305,0.99775129,3.348653786,0.721181054,9.81043939,3
10.4,0.566632671,0.472142864,1.946938837,0.185969393,12.39795619,24.163262,0.99912449,3.216122426,0.688673446,8.782652906,3
10.4,0.455260511,0.42628374,1.553860626,0.149937224,31.39673642,45.12743329,0.998416949,3.360251104,0.839353427,9.765348435,3
9.247465291,0.560055699,0.285537617,1.403955441,0.184058121,28.23732646,41.91717793,0.997164264,3.360791088,0.747948014,9.867985147,3
7.548384168,0.737043316,0.087311486,1.262365347,0.241638092,19.74192084,32.94980533,0.995460463,3.332473069,0.582759572,9.820788449,3
11.24021194,0.538024727,0.588042389,1.990123634,0.09528746,17.19576111,47.29982338,1.000056438,3.288977039,0.65694878,9.269841042,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.4,0.600415569,0.48605347,2.066172598,0.196899155,6.634991093,17.8041281,0.999339111,3.172403381,0.642967171,8.484568505,3
10.32373338,0.453285154,0.410897209,1.514761282,0.142933421,33.65557009,48.02460214,0.998288755,3.37827785,0.852373338,9.895079573,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
11.39013401,0.555515634,0.618026801,2.07757817,0.086417071,14.19731989,47.17488833,1.000366277,3.272735483,0.620717615,9.157399496,3
10.67646658,0.472254435,0.475293316,1.661272173,0.128642394,28.47066836,47.76961118,0.998891364,3.350049454,0.793187243,9.692650063,3
8.847951509,0.601671718,0.238927676,1.370662626,0.197597199,26.23975755,39.80863297,0.99676364,3.354132525,0.709106397,9.856887542,3
7.253141272,0.767797784,0.052866482,1.237761773,0.251643546,18.26570636,31.39157893,0.9951644,3.327552355,0.554055401,9.812587258,3
10.4,0.52005145,0.452962362,1.782534531,0.170898999,20.34416435,32.93149169,0.998828562,3.276404005,0.751695097,9.193663673,3
10.4,0.543305596,0.462537598,1.864607986,0.178422399,16.37728065,28.55424072,0.998976294,3.246310405,0.720233605,8.988480034,3
8.836311432,0.71238446,0.233366203,1.8026494,0.102629084,26.93818066,48.50441567,0.997679392,3.344690903,0.703631143,9.799116867,3
10.4,0.440088251,0.420036339,1.500311475,0.145028552,33.98494536,47.98338798,0.998320561,3.379885792,0.859880601,9.899221312,3
7.993345043,0.859223767,0.132754086,1.965804185,0.079787414,23.13123568,48.77634031,0.997334048,3.325656178,0.619334504,9.744731938,3
9.278951168,0.635279474,0.286197397,1.716977193,0.114623193,28.93719882,48.36162866,0.997860732,3.354685994,0.747895117,9.827674269,3
10.09476274,0.471795548,0.384388986,1.474563562,0.155344152,32.4738137,46.38902558,0.998013915,3.374912712,0.830324155,9.891521187,3
11.09641988,0.521248985,0.559283975,1.906244927,0.103795157,20.07160249,47.4196501,0.999759268,3.304554514,0.69169853,9.377685093,3
10.88298854,0.496348663,0.516597708,1.781743314,0.116423178,24.34022922,47.59750955,0.999318176,3.327676242,0.74327777,9.537758596,3
7.517042582,0.942192583,0.075905082,2.057991758,0.066881154,20.9801923,48.92998626,0.997138917,3.314900962,0.571704258,9.714002747,3
11.14946843,0.527437984,0.569893687,1.93718992,0.100656451,19.01063131,47.37544297,0.999868901,3.298807586,0.678878462,9.337898674,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.4,0.497326208,0.443604909,1.702327793,0.163546714,24.22082334,37.20918438,0.99868419,3.305813143,0.782441013,9.394180518,3
9.969849649,0.484807328,0.369815792,1.464154137,0.159577317,31.84924825,45.72976204,0.997888655,3.372830827,0.818179827,9.888051379,3
7.39095648,0.753442033,0.068944923,1.249246373,0.246973142,18.9547824,32.11893698,0.995302598,3.329849275,0.567454102,9.816415458,3
8.149161442,0.67446235,0.157402168,1.31243012,0.221278418,22.74580721,36.12057428,0.996062909,3.342486024,0.641168474,9.837476707,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.4,0.545644306,0.463500597,1.872862257,0.17917904,15.97832425,28.11401296,0.998991152,3.243283839,0.717069468,8.967844358,3
8.761246033,0.725460368,0.224406785,1.817178187,0.100595054,26.59917563,48.52863031,0.99764864,3.342995878,0.696124603,9.794273938,3
11.27728034,0.542349373,0.595456068,2.011746864,0.093094247,16.45439322,47.26893305,1.000133046,3.284961297,0.647990585,9.242039746,3
7.998560973,0.690149899,0.139832114,1.299880081,0.2263821,21.99280486,35.32573847,0.99591189,3.339976016,0.626526761,9.83329336,3
10.4,0.513880135,0.450421232,1.760753417,0.168902397,21.3969182,34.09315112,0.998789356,3.284390414,0.760044524,9.248116459,3
8.541498716,0.763738933,0.198178879,1.859709926,0.09464061,25.60676839,48.59951654,0.997558614,3.338033842,0.674149872,9.780096691,3
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
10.56542468,0.459299546,0.453084935,1.596497728,0.135212373,30.69150648,47.8621461,0.998661878,3.362078993,0.82002237,9.775931493,3
10.09559178,0.47170919,0.384485708,1.474632648,0.155316056,32.47795889,46.39340106,0.998014746,3.37492653,0.830404756,9.891544216,3
10.11887392,0.777483477,0.372751306,2.738591301,0.078488261,8.204695662,30.84226096,0.999956207,3.353229999,0.534093913,9.897652169,3
7.794372975,0.937835609,0.02,2.894372975,0.082103899,6,11.31601689,0.997997231,3.502121182,0.534242365,10.66818227,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.257945466,1.013166138,0.02,3.357945466,0.083842295,6,11.02628408,0.99884325,3.481839886,0.493679772,10.97240171,3
7.629469249,1.142930638,0.005099317,4.033279042,0.093685444,5.254965832,13.2351025,0.997191521,3.591755125,0.527251708,10.77648975,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
9.39387055,0.874150593,0.232144592,3.002228891,0.080685241,7.325903697,22.93313328,0.999543175,3.403760537,0.516518074,10.33704815,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.050063155,1.219949476,0.012858947,2.935831573,0.10292379,5.642947364,10.28589473,0.997434661,3.487141053,0.457865263,10.96429474,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
7.630951916,1.142658815,0.005132265,4.031878746,0.093664028,5.25661324,13.23016028,0.997195343,3.591508014,0.527169338,10.77698397,3
7.527923064,1.161547438,0.002842735,4.129183773,0.095152222,5.142136738,13.57358979,0.996929757,3.608679489,0.532893163,10.74264102,3
11.0532027,0.652906306,0.553954464,2.398835381,0.075656962,9.337215397,41.03493857,1.000488491,3.288110115,0.556744308,9.331392301,3
8.319132054,1.017449059,0.023710459,3.393042889,0.083942024,6.023190369,11.20871332,0.998930899,3.478666554,0.490463807,10.98840482,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
9.891921855,0.807743753,0.32873636,2.821119325,0.079175994,7.929602249,28.36642024,0.999826913,3.369047871,0.528592045,10.03519888,3
9.066300112,0.917826652,0.168615779,3.121345414,0.081677878,6.928848621,19.35963759,0.999356559,3.426591204,0.508576972,10.53557569,3
6.754178133,0.768803947,0.02,1.854178133,0.078203168,6,11.96613867,0.996098875,3.547629707,0.625259413,9.9855544,3
7.729372965,1.476501628,0.00369637,2.340264078,0.127204618,5.184818522,9.369637044,0.995528845,3.49630363,0.416633667,10.91848185,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.779450654,0.956073246,0.112984369,3.225654308,0.082547119,6.581152308,16.23037077,0.999193142,3.446583742,0.501623046,10.70942385,3
9.332429869,0.882342684,0.220228823,3.024570957,0.080871425,7.251430145,22.2628713,0.999508172,3.408042767,0.515028603,10.37428493,3
7.943004518,1.305596385,0.009800129,2.737008391,0.111029658,5.490006455,9.980012909,0.996798427,3.490199871,0.444100581,10.94900065,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.12232739,1.162138088,0.01492364,3.070036581,0.097452355,5.746181986,10.49236397,0.997864117,3.48507636,0.467156379,10.9746182,3
7.347040957,0.865144155,0.02,2.447040957,0.080426404,6,11.5955994,0.99718085,3.521691958,0.573383916,10.37462063,3
